Brand,Sherry,Model,Price,Year,Kilometer,Color,Province,District,Damage Information
Opel,Corsa,1.5 CDTI Edition,875000,2021,67400.0,Kırmızı,Bursa,Gemlik,Unpainted
Tofaş,Şahin,1.6,170000,1992,189000.0,Kırmızı,Kayseri,Melikgazi,Unpainted
Fiat,Egea,1.6 Multijet Urban Plus,820000,2019,123000.0,Beyaz,İstanbul,Sarıyer,Unpainted
Fiat,Egea,1.4 Fire Urban,700000,2021,86300.0,Beyaz,Gaziantep,Şahinbey,Unpainted
Renault,Clio,1.5 dCi Icon,710000,2014,190000.0,Beyaz,Sakarya,Kaynarca,Unpainted
Renault,Clio,1.5 dCi Extreme,440000,2009,174000.0,Diğer,Osmaniye,Düziçi,Unpainted
Renault,Clio,1.5 dCi Joy,705000,2019,140000.0,Beyaz,Trabzon,Ortahisar,Unpainted
Seat,Leon,1.6 Stylance,485000,2006,227000.0,Siyah,Eskişehir,Odunpazarı,Unpainted
Volkswagen,Polo,1.0 TSi Life,1139000,2023,30000.0,Beyaz,Afyonkarahisar,Merkez,Unpainted
Renault,Clio,0.9 TCe Sport Tourer Touch,685000,2020,82500.0,Beyaz,Mersin,Silifke,Unpainted
Renault,Clio,1.0 SCe Joy,727000,2023,33140.0,Beyaz,Kocaeli,Körfez,Unpainted
Renault,R,9 1.4 Broadway,230000,1994,196000.0,Beyaz,Bursa,Osmangazi,Unpainted
Hyundai,i20,1.4 CRDi Elite,850000,2018,99000.0,Beyaz,Aydın,Didim,Unpainted
Ford,Escort,1.6 CL,235000,1994,72000.0,Bordo,Balıkesir,İvrindi,Unpainted
Honda,Civic,1.6 i-VTEC ECO Elegance,875000,2015,154700.0,Siyah,Kocaeli,Gebze,Unpainted
Renault,Megane,1.5 dCi Dynamique,620000,2010,202000.0,Beyaz,Adıyaman,Kahta,Unpainted
Tofaş,Şahin,1.6,225000,1991,170000.0,Beyaz,Antalya,Kepez,Unpainted
Renault,Megane,1.6 Joy,785500,2016,98000.0,Siyah,İstanbul,Başakşehir,Unpainted
Hyundai,i10,1.0 D-CVVT Style,625000,2017,89000.0,Beyaz,İstanbul,Üsküdar,Unpainted
Toyota,Corolla,1.6 Touch,1050000,2016,58000.0,Beyaz,Erzincan,Merkez,Unpainted
Opel,Insignia,1.6 CDTI Grand Sport Design,1100000,2017,82000.0,Mavi,Hakkari,Merkez,Unpainted
Hyundai,i20,1.4 CRDi Style,725000,2014,83400.0,Kahverengi,İstanbul,Pendik,Unpainted
Renault,Clio,1.0 TCe Evolution,1040000,2023,11000.0,Gri,Manisa,Turgutlu,Unpainted
Renault,Megane,1.5 Blue DCI Touch,1125000,2020,96000.0,Beyaz,Adana,Yüreğir,Unpainted
Tofaş,Doğan,SL,150000,1990,478246.0,Füme,Kocaeli,İzmit,Unpainted
Renault,Megane,1.5 dCi Authentique,420000,2006,240000.0,Kahverengi,Adıyaman,Merkez,Unpainted
Opel,Insignia,1.6 CDTI Grand Sport Excellence,1320000,2018,95000.0,Beyaz,İstanbul,Esenler,Unpainted
Volkswagen,Passat,1.4 TSi BlueMotion Trendline,1355000,2017,49000.0,Beyaz,Kocaeli,Çayırova,Unpainted
Ford,Focus,1.6 TDCi Trend,478000,2006,268000.0,Gri,Ankara,Kahramankazan,Unpainted
Opel,Vectra,1.6 Comfort,485000,2000,300000.0,Gri,Bilecik,Osmaneli,Unpainted
Peugeot,208,1.2 PureTech GT Line,1080000,2020,46500.0,Sarı,İstanbul,Bağcılar,Unpainted
Volkswagen,Golf,1.6 Comfortline,999999,1999,249000.0,Kırmızı,Afyonkarahisar,Sandıklı,Unpainted
Fiat,Siena,1.4 EL,350000,1999,140000.0,Gri,Ankara,Sincan,Unpainted
Opel,Astra,1.4 T Edition Plus,1195000,2020,28500.0,Beyaz,İstanbul,Bağcılar,Unpainted
Ford,Focus,1.5 TDCi Titanium,875000,2016,220000.0,Beyaz,Gaziantep,Şehitkamil,Unpainted
Honda,Civic,1.6 i-VTEC Dream,715000,2011,120000.0,Gri,Kocaeli,Gebze,Unpainted
Seat,Toledo,1.6 TDI Style,750000,2014,166000.0,Beyaz,Batman,Sason,Unpainted
Opel,Astra,1.6 Edition,665000,2013,138000.0,Siyah,Tekirdağ,Süleymanpaşa,Unpainted
Renault,Megane,1.5 dCi Icon,1150000,2019,114000.0,Beyaz,Şanlıurfa,Haliliye,Unpainted
Volkswagen,Golf,1.4 TSi Highline,1042000,2015,106000.0,Kırmızı,Ankara,Çankaya,Unpainted
Suzuki,Baleno,1.6 GLX,275000,1998,259000.0,Gri,Zonguldak,Merkez,Unpainted
Dacia,Sandero,1.2 Ambiance,480000,2013,138000.0,Gri,Adana,Ceyhan,Unpainted
Renault,Megane,1.6 Dynamique,430000,2004,274000.0,Gri,Sivas,Merkez,Unpainted
Ford,Focus,1.6 Ti-VCT Trend X,920000,2018,91000.0,Beyaz,Malatya,Battalgazi,Unpainted
Volkswagen,Polo,1.0 TSi Comfortline,1100000,2020,13600.0,Kırmızı,İstanbul,Ataşehir,Unpainted
Volkswagen,Golf,1.6 TDi Trendline,739000,2012,137000.0,Gri,Aksaray,Merkez,Unpainted
Fiat,Palio,1.3 Multijet Active,375000,2005,183000.0,Gri,Samsun,İlkadım,Unpainted
Volkswagen,Passat,1.4 TSi BlueMotion Highline,1525000,2016,145000.0,Beyaz,Burdur,Merkez,Unpainted
Dacia,Lodgy,1.5 dCi Laureate,585000,2015,198000.0,Beyaz,İstanbul,Kadıköy,Unpainted
Peugeot,306,1.8 XT,250000,2000,340000.0,Mavi,Bursa,Osmangazi,Unpainted
Volkswagen,Polo,1.0 TSi Life,1225000,2023,6200.0,Gri,Manisa,Şehzadeler,Unpainted
Renault,Clio,1.5 dCi Extreme,543000,2011,133500.0,Bordo,Erzurum,Palandöken,Unpainted
Volkswagen,Jetta,1.6 TDi Comfortline,710000,2015,300000.0,Beyaz,Mardin,Kızıltepe,Unpainted
Renault,Clio,0.9 TCe Joy,750000,2019,57000.0,Kırmızı,Sakarya,Ferizli,Unpainted
Volkswagen,Jetta,1.4 TSi Comfortline,449000,2008,243500.0,Gri,İstanbul,Eyüpsultan,Unpainted
Honda,Civic,1.6 i-VTEC Eco Executive,1245000,2018,125000.0,Füme,Ankara,Etimesgut,Unpainted
Fiat,Linea,1.3 Multijet Easy,500000,2015,189000.0,Beyaz,Denizli,Honaz,Unpainted
BMW,4,Serisi 420i Gran Coupe M Sport,3565000,2023,14500.0,Gri,İstanbul,Şişli,Unpainted
Renault,Clio,1.5 dCi Grandtour Authentique,495000,2010,146000.0,Gri,Şanlıurfa,Karaköprü,Unpainted
Opel,Corsa,1.2 Swing,185000,1994,278000.0,Siyah,Muğla,Fethiye,Unpainted
Opel,Corsa,1.2 Twinport Essentia,395000,2005,87000.0,Diğer,Ordu,Altınordu,Unpainted
Fiat,Palio,1.4 EL Weekend,275000,2000,283500.0,Beyaz,Ankara,Altındağ,Unpainted
Chevrolet,Spark,1.2 LS,455000,2012,125000.0,Beyaz,İstanbul,Küçükçekmece,Unpainted
Fiat,Egea,1.4 Fire Easy Plus,755000,2023,21460.0,Beyaz,Bursa,Yıldırım,Unpainted
Skoda,Octavia,1.6 TDI Optimal,1140000,2017,89000.0,Beyaz,Kahramanmaraş,Onikişubat,Unpainted
Honda,Civic,1.6 LS,440000,2005,363000.0,Gri,Kahramanmaraş,Türkoğlu,Unpainted
Opel,Astra,1.4 T Edition Plus,975000,2020,35000.0,Gri,Konya,Selçuklu,Unpainted
Toyota,Corolla,1.6 Advance,990000,2016,160000.0,Beyaz,Konya,Ereğli,Unpainted
Volkswagen,Polo,1.2 TSi Comfortline,857500,2015,69300.0,Beyaz,Aydın,Efeler,Unpainted
Fiat,Egea,1.5 T4 Urban,985000,2022,23500.0,Beyaz,İzmir,Konak,Unpainted
Fiat,Tipo,1.6 SLX,280000,2000,277000.0,Mavi,Niğde,Merkez,Unpainted
Opel,Corsa,1.4 Enjoy,405000,2007,270000.0,Mavi,Samsun,Tekkeköy,Unpainted
Volkswagen,Passat,1.6 FSi Comfortline,600000,2005,232000.0,Gri,İstanbul,Eyüpsultan,Unpainted
Opel,Vectra,2.0 GLS,325000,1995,279600.0,Beyaz,Niğde,Bor,Unpainted
Hyundai,Accent,1.5 GLS,305000,1999,257000.0,Bordo,Isparta,Merkez,Unpainted
Opel,Vectra,2.0 DTI CD,350000,2001,332720.0,Beyaz,Mersin,Toroslar,Unpainted
Fiat,Uno,70 SX,169000,1997,218000.0,Beyaz,Konya,Selçuklu,Unpainted
Honda,Civic,1.6 i-VTEC Elegance,580000,2007,318444.0,Gri,İstanbul,Avcılar,Unpainted
Opel,Astra,1.6 Classic,475000,2005,281000.0,Beyaz,Bitlis,Ahlat,Unpainted
Fiat,Albea,Sole 1.3 Multijet Dynamic,287000,2008,355000.0,Beyaz,İstanbul,Sultangazi,Unpainted
Ford,Fiesta,1.4 TDCi Comfort,335000,2004,300000.0,Siyah,Denizli,Honaz,Unpainted
Volkswagen,Polo,1.6 Classic,210000,1998,290000.0,Mavi,Ankara,Etimesgut,Unpainted
Fiat,Tipo,1.6 ie,270000,1997,280000.0,Beyaz,Isparta,Gelendost,Unpainted
Opel,Astra,1.6 GL,350000,2000,360000.0,Gri,Yozgat,Sarıkaya,Unpainted
Renault,Megane,1.5 dCi Sportway,433500,2006,239700.0,Gri,Mardin,Artuklu,Unpainted
Renault,Clio,1.4 Authentique,395000,2004,249500.0,Beyaz,Şanlıurfa,Karaköprü,Unpainted
Volkswagen,Passat,1.4 TSi Comfortline,675000,2010,268000.0,Siyah,Tokat,Niksar,Unpainted
Fiat,Egea,1.3 Multijet Urban Plus,740000,2020,98000.0,Füme,Adana,Seyhan,Unpainted
Honda,Civic,1.6 i-VTEC Elegance,730000,2008,188000.0,Siyah,Kırklareli,Merkez,Unpainted
Fiat,Linea,1.3 Multijet Active Plus,475000,2012,166300.0,Beyaz,Muğla,Marmaris,Unpainted
Renault,Clio,1.5 dCi Joy,600000,2013,177000.0,Beyaz,Bursa,Osmangazi,Unpainted
Renault,R,9 1.4 Broadway GTE,235000,1993,160000.0,Beyaz,Kahramanmaraş,Onikişubat,Unpainted
Renault,R,19 1.6 Europa RNE,210000,2000,300000.0,Gri,Uşak,Merkez,Unpainted
Toyota,Yaris,1.5 Dream Multidrive S,1100000,2022,17199.0,Gri,İstanbul,Beşiktaş,Unpainted
Volvo,V40,1.6 D Premium,835000,2014,255000.0,Siyah,Kocaeli,Darıca,Unpainted
Honda,Civic,1.6 i-VTEC Elegance,1280000,2017,19100.0,Beyaz,Kayseri,Kocasinan,Unpainted
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1330000,2015,149000.0,Gri,Mersin,Mezitli,Unpainted
Toyota,Corolla,1.5 Vision,1245000,2022,34850.0,Beyaz,Sakarya,Hendek,Unpainted
Renault,Fluence,1.6 Joy,650000,2013,187000.0,Beyaz,Yalova,Altınova,Unpainted
Volkswagen,Golf,1.0 TSi Comfortline,1220000,2018,80000.0,Gri,İstanbul,Bakırköy,Unpainted
Renault,Symbol,1.5 dCi Touch,600000,2013,135000.0,Gri,Trabzon,Ortahisar,Unpainted
Honda,Civic,1.6 i-VTEC Eco Executive,1260000,2018,90000.0,Beyaz,Ağrı,Merkez,Unpainted
Renault,Fluence,1.6 Business,510000,2011,263000.0,Gri,Gaziantep,Şahinbey,Unpainted
Volvo,V40,1.5 T3 Inscription,1335000,2017,82500.0,Gri,Ankara,Çankaya,Unpainted
Seat,Leon,1.5 TSI FR,1255000,2021,23480.0,Beyaz,Adana,Seyhan,Unpainted
Renault,Megane,1.3 TCe Icon,1500000,2024,6500.0,Gri,İstanbul,Kartal,Unpainted
Honda,Civic,1.6 i-VTEC ECO Elegance,1320000,2019,63500.0,Gri,Ankara,Altındağ,Unpainted
BMW,5,Serisi 520i Luxury Line,1430000,2013,226000.0,Beyaz,Ankara,Yenimahalle,Unpainted
BMW,5,Serisi 530i xDrive Special Edition M Sport,4250000,2023,6800.0,Gri,İstanbul,Ataşehir,Unpainted
Seat,Leon,1.5 EcoTSI FR,1270000,2020,117000.0,Mavi,Bursa,Yıldırım,Unpainted
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1390000,2017,50000.0,Beyaz,Şanlıurfa,Suruç,Unpainted
Audi,A5,Sportback 2.0 TDI Quattro,1570000,2015,252000.0,Beyaz,Şanlıurfa,Karaköprü,Unpainted
Volkswagen,Passat,Variant 1.5 TSI Elegance,1570000,2020,133000.0,Füme,İstanbul,Güngören,Unpainted
Audi,A4,Sedan 2.0 TDI,1700500,2020,160520.0,Lacivert,İzmir,Karşıyaka,Unpainted
Ford,Focus,1.6 TDCi Trend,550000,2007,254000.0,Beyaz,Konya,Karapınar,Unpainted
Renault,Megane,1.3 TCe Icon,1450000,2024,8500.0,Gri,Elazığ,Arıcak,Unpainted
Renault,Laguna,1.6 Privilege,419000,2004,253455.0,Gri,Muğla,Ortaca,Unpainted
BMW,5,Serisi 520i Standart,300000,1997,500000.0,Beyaz,Kayseri,Melikgazi,Unpainted
Toyota,Corolla,1.4 D-4D Advance,1147000,2016,23000.0,Beyaz,Adıyaman,Merkez,Unpainted
Honda,Civic,1.6 i-VTEC ECO Elegance,1390000,2021,31500.0,Beyaz,Elazığ,Merkez,Unpainted
Volkswagen,Polo,1.2 TDi Trendline,530000,2012,198000.0,Gri,Konya,Beyşehir,Unpainted
Volkswagen,Passat,1.6 TDi BlueMotion Highline,1500000,2016,169000.0,Beyaz,Diyarbakır,Ergani,Unpainted
Seat,Ibiza,1.0 EcoTSI Style,935000,2019,58000.0,Gri,Erzincan,Tercan,Unpainted
Toyota,Corolla,1.5 Dream X-Pack,1600000,2024,6100.0,Gri,İstanbul,Fatih,Unpainted
Mercedes,-,Benz C 200 D AMG,1578000,2016,158500.0,Beyaz,İstanbul,Esenyurt,Unpainted
Honda,Civic,1.5 i-VTEC Sport Plus,1450000,2021,76000.0,Mavi,Kocaeli,Çayırova,Unpainted
Renault,Megane,1.3 TCe Joy Comfort,1045000,2022,78000.0,Beyaz,Ankara,Yenimahalle,Unpainted
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1630000,2019,117000.0,Beyaz,Ankara,Keçiören,Unpainted
Honda,Civic,1.5 i-VTEC Eco Executive Plus,1749000,2023,20000.0,Siyah,Adana,Yüreğir,Unpainted
Volkswagen,Passat,1.6 TDi BlueMotion Business,2000000,2019,30548.0,Siyah,Adana,Çukurova,Unpainted
Fiat,Linea,1.3 Multijet Pop,480000,2015,199800.0,Beyaz,İzmir,Torbalı,Unpainted
Renault,Fluence,1.5 dCi Touch,725000,2015,183000.0,Beyaz,Tekirdağ,Muratlı,Unpainted
Opel,Astra,1.6 CD,495000,1999,59800.0,Füme,İstanbul,Kadıköy,Unpainted
Audi,A3,Sportback 30 TDI Sport,1000000,2019,21000.0,Beyaz,Batman,Merkez,Unpainted
Renault,Clio,1.5 dCi Authentique,275000,2002,364000.0,Kırmızı,Çanakkale,Ezine,Unpainted
Mercedes,-,Benz CLK 230 Kompressor Elegance,565000,2000,218000.0,Siyah,İstanbul,Ataşehir,Unpainted
Renault,Clio,1.4 Authentique,380000,2005,183000.0,Kahverengi,Kayseri,Melikgazi,Unpainted
Fiat,Egea,1.6 Multijet Urban Plus,835000,2020,68000.0,Beyaz,Antalya,Muratpaşa,Unpainted
Hyundai,Getz,1.4 DOHC HY KLM,446000,2008,218000.0,Gri,Isparta,Merkez,Unpainted
Renault,Megane,1.5 dCi Expression,485000,2006,159000.0,Gri,Manisa,Akhisar,Unpainted
Renault,Clio,1.2 Extreme,555000,2007,72000.0,Gri,İstanbul,Kartal,Unpainted
Renault,Clio,1.5 dCi SportTourer Icon,720000,2014,112500.0,Beyaz,Edirne,Merkez,Unpainted
Honda,Civic,1.6 i-VTEC ECO Elegance,960000,2014,179000.0,Beyaz,Manisa,Şehzadeler,Unpainted
Fiat,Egea,1.4 Fire Mirror,750000,2020,25500.0,Beyaz,Muğla,Menteşe,Unpainted
Fiat,Palio,1.2 EL,315000,2003,235000.0,Gri,Konya,Selçuklu,Unpainted
Toyota,Verso,1.6 Advance,950000,2017,98370.0,Beyaz,Kars,Merkez,Unpainted
Renault,Megane,1.3 TCe Joy,1050000,2020,95000.0,Beyaz,Kayseri,Kocasinan,Unpainted
Ford,Focus,1.5 TDCi Titanium,1150000,2015,139500.0,Şampanya,Mardin,Nusaybin,Unpainted
Renault,Clio,1.5 dCi SportTourer Joy,755000,2018,122000.0,Beyaz,İstanbul,Arnavutköy,Unpainted
Volkswagen,Jetta,1.6 TDi Comfortline,835000,2012,148500.0,Beyaz,Osmaniye,Merkez,Unpainted
Chevrolet,Aveo,1.4 SE,460000,2012,120000.0,Gri,Kırıkkale,Merkez,Unpainted
Renault,Clio,1.5 dCi Icon,650000,2016,190000.0,Beyaz,İzmir,Buca,Unpainted
Opel,Astra,1.4 T Edition Plus,1040000,2020,12490.0,Gri,İstanbul,Bahçelievler,Unpainted
Hyundai,i20,1.4 MPI Elite,1200000,2024,6001.0,Kırmızı,Kocaeli,Derince,Unpainted
Opel,Astra,1.6 Enjoy Plus,650000,2012,93000.0,Gri,Elazığ,Karakoçan,Unpainted
BMW,3,Serisi 316i M Sport,1250000,2012,192000.0,Beyaz,Muğla,Seydikemer,Unpainted
Opel,Astra,1.6 Edition,737000,2017,137200.0,Mavi,Kayseri,Melikgazi,Unpainted
Volkswagen,Polo,1.2 TSi Comfortline,810000,2016,78800.0,Kırmızı,Ankara,Etimesgut,Unpainted
Renault,Fluence,1.6 Extreme,560000,2011,145000.0,Siyah,Aydın,Efeler,Unpainted
Volkswagen,Jetta,1.6 TDi Comfortline,690000,2012,263000.0,Gri,Çankırı,Kızılırmak,Unpainted
Fiat,Punto,EVO 1.3 Multijet Active,600000,2011,93566.0,Gri,Ankara,Çankaya,Unpainted
Volkswagen,Polo,1.6,370000,1997,225000.0,Yeşil,Edirne,Keşan,Unpainted
Volkswagen,Jetta,1.2 TSi Trendline,699000,2013,200000.0,Beyaz,Hatay,Belen,Unpainted
Hyundai,Accent,Blue 1.6 CRDI Prime,690000,2012,130000.0,Beyaz,Adana,Sarıçam,Unpainted
Hyundai,i20,1.4 MPI Jump,960000,2023,30000.0,Yeşil,Mersin,Mezitli,Unpainted
Renault,Megane,1.5 dCi Touch Plus,705000,2016,175146.0,Gri,İstanbul,Çekmeköy,Unpainted
Fiat,Egea,1.4 Fire Street,735000,2022,25500.0,Beyaz,İzmir,Buca,Unpainted
Renault,Megane,1.3 TCe Joy,1050000,2020,17000.0,Beyaz,Mersin,Yenişehir,Unpainted
Toyota,Corolla,1.4 Terra,455000,2006,258000.0,Gri,Van,İpekyolu,Unpainted
Fiat,Egea,1.4 Fire Easy,650000,2019,32000.0,Füme,İstanbul,Kağıthane,Unpainted
Dacia,Sandero,0.9 TCe Stepway,705000,2019,20560.0,Kahverengi,Hatay,İskenderun,Unpainted
Peugeot,208,1.2 PureTech Access,560000,2015,122000.0,Gri,Artvin,Merkez,Unpainted
DS,Automobiles,DS4 1.6 e-HDi D-Sport,675000,2012,174000.0,Beyaz,İstanbul,Beylikdüzü,Unpainted
Opel,Corsa,1.4 GLS,320000,1998,229000.0,Mavi,Muğla,Milas,Unpainted
Hyundai,i20,1.2 MPI Elite,720000,2015,163000.0,Bordo,İzmir,Torbalı,Unpainted
Tofaş,Şahin,1.4,210000,1999,358000.0,Beyaz,Kahramanmaraş,Elbistan,Unpainted
Fiat,Egea,1.3 Multijet Easy,705000,2020,91000.0,Beyaz,Konya,Selçuklu,Unpainted
Fiat,Egea,1.4 Fire Urban,750000,2021,42000.0,Mavi,Balıkesir,Edremit,Unpainted
Opel,Astra,1.6 Edition Plus,735000,2017,107200.0,Mavi,Gaziantep,Şahinbey,Unpainted
Tata,Indigo,1.4 TDI Comfort,185000,2008,206000.0,Beyaz,İstanbul,Beykoz,Unpainted
Peugeot,301,1.6 BlueHDI Active,680000,2018,126000.0,Gri,Bolu,Merkez,Unpainted
Volkswagen,Passat,2.0 TDi Exclusive,499999,2009,375000.0,Siyah,Sakarya,Geyve,Unpainted
Ford,Fiesta,1.4 TDCi Comfort,390000,2006,265000.0,Gri,Mersin,Yenişehir,Unpainted
Ford,Focus,1.6 Ambiente,397000,2000,302000.0,Beyaz,Ankara,Pursaklar,Unpainted
Opel,Corsa,1.0 Essentia,345000,2004,250000.0,Siyah,Kahramanmaraş,Onikişubat,Unpainted
Hyundai,Accent,Blue 1.4 D-CVVT Mode,700000,2015,129000.0,Beyaz,İzmir,Menemen,Unpainted
Ford,Fiesta,1.4 TDCi Titanium X,390000,2010,205000.0,Gri,Antalya,Kepez,Unpainted
Volkswagen,Polo,1.2 Trendline,685000,2014,48000.0,Beyaz,Kocaeli,İzmit,Unpainted
Opel,Astra,1.6 T Cosmo,755000,2012,161000.0,Beyaz,Afyonkarahisar,Sandıklı,Unpainted
Opel,Astra,1.6 Edition,555000,2013,145500.0,Beyaz,Rize,Merkez,Unpainted
Renault,Fluence,1.5 dCi Privilege,602400,2012,225000.0,Beyaz,Batman,Merkez,Unpainted
Ford,Mondeo,1.6 TDCi Titanium,650000,2011,222000.0,Gri,İstanbul,Başakşehir,Unpainted
Opel,Astra,1.6 Essentia,673000,2012,46000.0,Füme,Bursa,Nilüfer,Unpainted
Volkswagen,Golf,1.4 TSi GT,570000,2007,267000.0,Kırmızı,Yozgat,Sorgun,Unpainted
Renault,Symbol,1.5 dCi Extreme,350000,2008,261000.0,Gri,Kayseri,Melikgazi,Unpainted
Seat,Cordoba,1.4 Stella,335000,2003,231000.0,Gri,Nevşehir,Merkez,Unpainted
Opel,Corsa,1.4 Swing,257500,1998,323000.0,Gri,Ankara,Altındağ,Unpainted
Fiat,Brava,1.6 ELX,300000,2001,218000.0,Mavi,Şanlıurfa,Ceylanpınar,Unpainted
Skoda,Forman,135 LS,120000,1992,189000.0,Beyaz,İstanbul,Avcılar,Unpainted
Fiat,Egea,1.4 Fire Easy Plus,780000,2023,22000.0,Mavi,Malatya,Yeşilyurt,Unpainted
Citroen,C-Elysee,1.6 HDi Exclusive,630000,2013,102000.0,Füme,İzmir,Kemalpaşa,Unpainted
Fiat,Albea,1.3 Multijet Active,277000,2005,167000.0,Gri,Edirne,Merkez,Unpainted
Dacia,Logan,1.2 Ambiance,525000,2014,137700.0,Beyaz,İzmir,Çiğli,Unpainted
Fiat,Egea,1.4 Fire Easy Plus,745000,2022,57500.0,Beyaz,İzmir,Bergama,Unpainted
Renault,Clio,1.2 Joy,620000,2016,58000.0,Beyaz,Karaman,Merkez,Unpainted
Renault,Megane,1.5 dCi Touch Plus,690000,2015,245000.0,Beyaz,İstanbul,Sarıyer,Unpainted
Volkswagen,Polo,1.0 Trendline,720000,2017,36000.0,Beyaz,Adana,Çukurova,Unpainted
Renault,R,9 1.4 Broadway,139000,1994,225000.0,Lacivert,Kocaeli,İzmit,Unpainted
Skoda,SuperB,1.6 TDI Elegance,795000,2013,257000.0,Beyaz,Konya,Selçuklu,Unpainted
Fiat,Marea,1.6 Liberty,365000,2004,162000.0,Füme,Bartın,Merkez,Unpainted
Opel,Astra,1.3 CDTI Cosmo,820000,2013,130000.0,Kahverengi,Eskişehir,Tepebaşı,Unpainted
Renault,Clio,1.0 TCe Touch,815500,2020,19900.0,Mavi,İstanbul,Tuzla,Unpainted
Nissan,Sunny,1.6 EX,200000,1991,292000.0,Mavi,Konya,Karatay,Unpainted
Ford,C-Max,1.6 TDCi Titanium X,850000,2013,106000.0,Beyaz,Ankara,Çubuk,Unpainted
Toyota,Auris,1.4 D-4D Touch,840000,2015,203000.0,Beyaz,İstanbul,Avcılar,Unpainted
Renault,Symbol,1.2 Expression,550000,2012,145000.0,Beyaz,Ankara,Pursaklar,Unpainted
Toyota,Corolla,1.5 Dream X-Pack,1480000,2023,19000.0,Beyaz,Zonguldak,Ereğli,Unpainted
Nissan,Note,1.5 dCi Tekna,480000,2013,295000.0,Beyaz,Muğla,Marmaris,Unpainted
Seat,Leon,1.2 TSI Style,835000,2016,111800.0,Lacivert,Malatya,Yeşilyurt,Unpainted
Ford,Focus,1.6 TDCi Titanium,905000,2017,165000.0,Gri,Adana,Ceyhan,Unpainted
Volkswagen,Polo,1.0 Impression,860000,2023,13000.0,Beyaz,Ankara,Yenimahalle,Unpainted
Seat,Ibiza,1.0 Style,850000,2022,22000.0,Kırmızı,Yozgat,Yerköy,Unpainted
Opel,Astra,1.4 GL,247000,2000,319000.0,Gri,Çorum,Merkez,Unpainted
Volkswagen,VW,CC 1.4 TSi,1030000,2014,131000.0,Beyaz,Diyarbakır,Yenişehir,Unpainted
Honda,Civic,1.6 i-VTEC Eco Premium,850000,2015,192000.0,Beyaz,Osmaniye,Merkez,Unpainted
Fiat,Egea,1.3 Multijet Easy Plus,948000,2023,6001.0,Füme,İstanbul,Beylikdüzü,Unpainted
Fiat,Egea,1.6 Multijet Lounge Plus,890000,2016,71500.0,Gri,Bursa,Yıldırım,Unpainted
Citroen,C3,1.2 PureTech Feel Bold,875000,2020,89000.0,Beyaz,Ankara,Etimesgut,Unpainted
Fiat,Linea,1.3 Multijet Active Plus,515000,2012,118000.0,Beyaz,Siirt,Merkez,Unpainted
Fiat,Tipo,1.6 SLX,265000,1995,62000.0,Gri,Hatay,İskenderun,Unpainted
Toyota,Verso,1.6 D-4D Advance,930000,2017,100000.0,Beyaz,Malatya,Yeşilyurt,Unpainted
Hyundai,i30,1.6 CRDi Style,830000,2014,182000.0,Beyaz,Van,Tuşba,Unpainted
Ford,Focus,1.5 TDCi Trend X,990000,2018,185000.0,Beyaz,Kocaeli,Darıca,Unpainted
Volkswagen,Golf,1.6 TDi BlueMotion Highline,1510000,2019,83000.0,Beyaz,Antalya,Serik,Unpainted
Opel,Corsa,1.3 CDTI Enjoy,570000,2012,179000.0,Beyaz,Hatay,Antakya,Unpainted
Volkswagen,Polo,1.0 Impression,980000,2024,6005.0,Beyaz,İzmir,Karşıyaka,Unpainted
BMW,3,Serisi 320d Standart,770000,2011,266000.0,Beyaz,Ankara,Sincan,Unpainted
Honda,City,1.5 i-VTEC Executive,1060000,2022,30000.0,Kırmızı,Amasya,Merkez,Unpainted
Toyota,Corolla,1.6 Advance,1065000,2016,73000.0,Kahverengi,Muş,Merkez,Unpainted
Lada,Vega,1.5,165000,2005,290000.0,Gri,Kocaeli,Darıca,Unpainted
Tofaş,Şahin,1.6,143500,1987,80000.0,Mavi,Çankırı,Merkez,Unpainted
Fiat,Egea,1.4 Fire Mirror,697000,2020,51000.0,Beyaz,Afyonkarahisar,Merkez,Unpainted
Volkswagen,Passat,1.6 Trendline,500000,2004,230000.0,Gri,Muğla,Bodrum,Unpainted
Renault,Clio,1.0 TCe Equilibre,980000,2023,11000.0,Gri,Kayseri,Melikgazi,Unpainted
Renault,Clio,1.0 TCe Icon,1070000,2023,19000.0,Lacivert,Balıkesir,Altıeylül,Unpainted
Volkswagen,Passat,1.6 TDi BlueMotion Impression,1095000,2017,250200.0,Siyah,Muş,Hasköy,Unpainted
Fiat,Egea,1.3 Multijet Easy,470000,2016,213000.0,Beyaz,Kocaeli,Gebze,Unpainted
Hyundai,Elantra,1.6 D-CVVT Mode Plus,705000,2011,182000.0,Siyah,İzmir,Karşıyaka,Unpainted
Seat,Leon,1.4 TSI FR,1160000,2018,86000.0,Beyaz,İzmir,Karabağlar,Unpainted
Ford,Focus,1.5 Ti-VCT Trend X,1040000,2019,52900.0,Beyaz,Konya,Selçuklu,Unpainted
Ford,Mondeo,1.5 Ecoboost Titanium,1060000,2015,89500.0,Beyaz,Isparta,Merkez,Unpainted
Renault,Megane,1.5 Blue DCI Joy,1100000,2020,63000.0,Beyaz,Tunceli,Merkez,Unpainted
